event_id,order_id,event,status
1063,266,เรียกคิว,พร้อมรับ
1064,266,ส่งมอบสำเร็จ,เสร็จสิ้น
1065,267,ส่งเข้า KDS,รอดำเนินการ
1066,267,บาริสต้ารับออเดอร์,กำลังทำ
1067,267,เรียกคิว,พร้อมรับ
1068,267,ส่งมอบสำเร็จ,เสร็จสิ้น
1069,268,ส่งเข้า KDS,รอดำเนินการ
1070,268,บาริสต้ารับออเดอร์,กำลังทำ
1071,268,เรียกคิว,พร้อมรับ
1072,268,ส่งมอบสำเร็จ,เสร็จสิ้น
1073,269,ส่งเข้า KDS,รอดำเนินการ
1074,269,บาริสต้ารับออเดอร์,กำลังทำ
1075,269,เรียกคิว,พร้อมรับ
1076,269,ส่งมอบสำเร็จ,เสร็จสิ้น
1077,270,ส่งเข้า KDS,รอดำเนินการ
1078,270,บาริสต้ารับออเดอร์,กำลังทำ
1079,270,เรียกคิว,พร้อมรับ
1080,270,ส่งมอบสำเร็จ,เสร็จสิ้น
1081,271,ส่งเข้า KDS,รอดำเนินการ
1082,271,บาริสต้ารับออเดอร์,กำลังทำ
1083,271,เรียกคิว,พร้อมรับ
1084,271,ส่งมอบสำเร็จ,เสร็จสิ้น
1085,272,ส่งเข้า KDS,รอดำเนินการ
1086,272,บาริสต้ารับออเดอร์,กำลังทำ
1087,272,เรียกคิว,พร้อมรับ
1088,272,ส่งมอบสำเร็จ,เสร็จสิ้น
1089,273,ส่งเข้า KDS,รอดำเนินการ
1090,273,บาริสต้ารับออเดอร์,กำลังทำ
1091,273,เรียกคิว,พร้อมรับ
1092,273,ส่งมอบสำเร็จ,เสร็จสิ้น
1093,274,ส่งเข้า KDS,รอดำเนินการ
1094,274,บาริสต้ารับออเดอร์,กำลังทำ
1095,274,เรียกคิว,พร้อมรับ
1096,274,ส่งมอบสำเร็จ,เสร็จสิ้น
1097,275,ส่งเข้า KDS,รอดำเนินการ
1098,275,บาริสต้ารับออเดอร์,กำลังทำ
1099,275,เรียกคิว,พร้อมรับ
1100,275,ส่งมอบสำเร็จ,เสร็จสิ้น
1101,276,ส่งเข้า KDS,รอดำเนินการ
1102,276,บาริสต้ารับออเดอร์,กำลังทำ
1103,276,เรียกคิว,พร้อมรับ
1104,276,ส่งมอบสำเร็จ,เสร็จสิ้น
1105,277,ส่งเข้า KDS,รอดำเนินการ
1106,277,บาริสต้ารับออเดอร์,กำลังทำ
1107,277,เรียกคิว,พร้อมรับ
1108,277,ส่งมอบสำเร็จ,เสร็จสิ้น
1109,278,ส่งเข้า KDS,รอดำเนินการ
1110,278,บาริสต้ารับออเดอร์,กำลังทำ
1111,278,เรียกคิว,พร้อมรับ
1112,278,ส่งมอบสำเร็จ,เสร็จสิ้น
1113,279,ส่งเข้า KDS,รอดำเนินการ
1114,279,บาริสต้ารับออเดอร์,กำลังทำ
1115,279,เรียกคิว,พร้อมรับ
1116,279,ส่งมอบสำเร็จ,เสร็จสิ้น
1117,280,ส่งเข้า KDS,รอดำเนินการ
1118,280,บาริสต้ารับออเดอร์,กำลังทำ
1119,280,เรียกคิว,พร้อมรับ
1120,280,ส่งมอบสำเร็จ,เสร็จสิ้น
1121,281,ส่งเข้า KDS,รอดำเนินการ
1122,281,บาริสต้ารับออเดอร์,กำลังทำ
1123,281,เรียกคิว,พร้อมรับ
1124,281,ส่งมอบสำเร็จ,เสร็จสิ้น
1125,282,ส่งเข้า KDS,รอดำเนินการ
1126,282,บาริสต้ารับออเดอร์,กำลังทำ
1127,282,เรียกคิว,พร้อมรับ
1128,282,ส่งมอบสำเร็จ,เสร็จสิ้น
1129,283,ส่งเข้า KDS,รอดำเนินการ
1130,283,บาริสต้ารับออเดอร์,กำลังทำ
1131,283,เรียกคิว,พร้อมรับ
1132,283,ส่งมอบสำเร็จ,เสร็จสิ้น
1133,284,ส่งเข้า KDS,รอดำเนินการ
1134,284,บาริสต้ารับออเดอร์,กำลังทำ
1135,284,เรียกคิว,พร้อมรับ
1136,284,ส่งมอบสำเร็จ,เสร็จสิ้น
1137,285,ส่งเข้า KDS,รอดำเนินการ
1138,285,บาริสต้ารับออเดอร์,กำลังทำ
1139,285,เรียกคิว,พร้อมรับ
1140,285,ส่งมอบสำเร็จ,เสร็จสิ้น
1141,286,ส่งเข้า KDS,รอดำเนินการ
1142,286,บาริสต้ารับออเดอร์,กำลังทำ
1143,286,เรียกคิว,พร้อมรับ
1144,286,ส่งมอบสำเร็จ,เสร็จสิ้น
1145,287,ส่งเข้า KDS,รอดำเนินการ
1146,287,บาริสต้ารับออเดอร์,กำลังทำ
1147,287,เรียกคิว,พร้อมรับ
1148,287,ส่งมอบสำเร็จ,เสร็จสิ้น
1149,288,ส่งเข้า KDS,รอดำเนินการ
1150,288,บาริสต้ารับออเดอร์,กำลังทำ
1151,288,เรียกคิว,พร้อมรับ
1152,288,ส่งมอบสำเร็จ,เสร็จสิ้น
1153,289,ส่งเข้า KDS,รอดำเนินการ
1154,289,บาริสต้ารับออเดอร์,กำลังทำ
1155,289,เรียกคิว,พร้อมรับ
1156,289,ส่งมอบสำเร็จ,เสร็จสิ้น
1157,290,ส่งเข้า KDS,รอดำเนินการ
1158,290,บาริสต้ารับออเดอร์,กำลังทำ
1159,290,เรียกคิว,พร้อมรับ
1160,290,ส่งมอบสำเร็จ,เสร็จสิ้น
1161,291,ส่งเข้า KDS,รอดำเนินการ
1162,291,บาริสต้ารับออเดอร์,กำลังทำ
1163,291,เรียกคิว,พร้อมรับ
1164,291,ส่งมอบสำเร็จ,เสร็จสิ้น
1165,292,ส่งเข้า KDS,รอดำเนินการ
1166,292,บาริสต้ารับออเดอร์,กำลังทำ
1167,292,เรียกคิว,พร้อมรับ
1168,292,ส่งมอบสำเร็จ,เสร็จสิ้น
1169,293,ส่งเข้า KDS,รอดำเนินการ
1170,293,บาริสต้ารับออเดอร์,กำลังทำ
1171,293,เรียกคิว,พร้อมรับ
1172,293,ส่งมอบสำเร็จ,เสร็จสิ้น
1173,294,ส่งเข้า KDS,รอดำเนินการ
1174,294,บาริสต้ารับออเดอร์,กำลังทำ
1175,294,เรียกคิว,พร้อมรับ
1176,294,ส่งมอบสำเร็จ,เสร็จสิ้น
1177,295,ส่งเข้า KDS,รอดำเนินการ
1178,295,บาริสต้ารับออเดอร์,กำลังทำ
1179,295,เรียกคิว,พร้อมรับ
1180,295,ส่งมอบสำเร็จ,เสร็จสิ้น
1181,296,ส่งเข้า KDS,รอดำเนินการ
1182,296,บาริสต้ารับออเดอร์,กำลังทำ
1183,296,เรียกคิว,พร้อมรับ
1184,296,ส่งมอบสำเร็จ,เสร็จสิ้น
1185,297,ส่งเข้า KDS,รอดำเนินการ
1186,297,บาริสต้ารับออเดอร์,กำลังทำ
1187,297,เรียกคิว,พร้อมรับ
1188,297,ส่งมอบสำเร็จ,เสร็จสิ้น
1189,298,ส่งเข้า KDS,รอดำเนินการ
1190,298,บาริสต้ารับออเดอร์,กำลังทำ
1191,298,เรียกคิว,พร้อมรับ
1192,298,ส่งมอบสำเร็จ,เสร็จสิ้น
1193,299,ส่งเข้า KDS,รอดำเนินการ
1194,299,บาริสต้ารับออเดอร์,กำลังทำ
1195,299,เรียกคิว,พร้อมรับ
1196,299,ส่งมอบสำเร็จ,เสร็จสิ้น
1197,300,ส่งเข้า KDS,รอดำเนินการ
1198,300,บาริสต้ารับออเดอร์,กำลังทำ
1199,300,เรียกคิว,พร้อมรับ
1200,300,ส่งมอบสำเร็จ,เสร็จสิ้น
